timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,eyes_reliable,alert_level
2026-05-02 00:39:03,0,0.2991,0.0226,0.0,,0.0,0.0,8.24,-10.54,3.16,0.0,1,OK
2026-05-02 00:39:03,1,0.3,0.0279,0.0,,0.0,0.0,7.9,-11.02,3.12,0.0,1,OK
2026-05-02 00:39:03,2,0.3026,0.029,0.0,,0.0,0.0,7.81,-10.96,3.07,0.0,1,OK
2026-05-02 00:39:03,3,0.293,0.0294,0.0,,0.0,0.0,7.68,-11.33,3.0,0.0,1,OK
2026-05-02 00:39:03,4,0.2952,0.027,0.0,,0.0,0.0,7.69,-10.87,3.13,0.0,1,OK
2026-05-02 00:39:04,5,0.2931,0.0305,0.0,,0.0,0.0,7.85,-10.87,3.29,0.0,1,OK
2026-05-02 00:39:04,6,0.2943,0.0298,0.0,,0.0,0.0,7.52,-10.75,3.27,0.0,1,OK
2026-05-02 00:39:04,7,0.2958,0.0284,0.0,,0.0,0.0,7.63,-10.33,3.25,0.0,1,OK
2026-05-02 00:39:04,8,0.2909,0.0267,0.0,,0.0,0.0,8.07,-10.34,3.14,0.0,1,OK
2026-05-02 00:39:04,9,0.2919,0.0321,0.0,,0.0,0.0,8.53,-11.2,2.88,0.0,1,OK
2026-05-02 00:39:04,10,0.291,0.0308,0.0,,0.0,0.0,8.68,-10.99,2.83,0.0,1,OK
2026-05-02 00:39:04,11,0.2863,0.0266,0.0,,0.0,0.0,8.76,-10.54,3.0,0.0,1,OK
2026-05-02 00:39:04,12,0.289,0.027,0.0,,0.0,0.0,8.69,-10.47,3.06,0.0,1,OK
2026-05-02 00:39:04,13,0.2867,0.0284,0.0,,0.0,0.0,8.59,-11.03,2.88,0.0,1,OK
2026-05-02 00:39:04,14,0.2911,0.0273,0.0,,0.0,0.0,8.34,-11.66,3.05,0.0,1,OK
2026-05-02 00:39:05,15,0.2935,0.0268,0.0,,0.0,0.0,8.13,-12.09,3.06,0.0,1,OK
2026-05-02 00:39:05,16,0.2928,0.0283,0.0,,0.0,0.0,8.42,-11.4,3.06,0.0,1,OK
2026-05-02 00:39:05,17,0.2929,0.0314,0.0,,0.0,0.0,8.25,-11.8,3.22,0.0,1,OK
2026-05-02 00:39:05,18,0.295,0.034,0.0,,0.0,0.0,8.51,-11.31,3.12,0.0,1,OK
2026-05-02 00:39:05,19,0.2978,0.0301,0.0,,0.0,0.0,8.46,-10.88,3.3,0.0,1,OK
2026-05-02 00:39:05,20,0.2975,0.0264,0.0,,0.0,0.0,7.85,-10.86,3.5,0.0,1,OK
2026-05-02 00:39:05,21,0.3013,0.0271,0.0,,0.0,0.0,7.84,-10.83,3.53,0.0,1,OK
2026-05-02 00:39:05,22,0.2971,0.0295,0.0,,0.0,0.0,7.73,-10.53,3.26,0.0,1,OK
2026-05-02 00:39:05,23,0.3003,0.0272,0.0,,0.0,0.0,8.32,-10.73,3.24,0.0,1,OK
