timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,eyes_reliable,alert_level
2026-08-09 05:24:44,0,0.2142,0.1131,0.0,,0.0,0.0,-1.93,9.21,3.05,0.0,1,OK
2026-08-09 05:24:44,1,0.1982,0.1018,0.0,,0.0,0.0,-1.93,9.21,3.05,0.0,1,OK
2026-08-09 05:24:44,2,0.21,0.0991,0.0,,0.0,0.0,-2.44,11.58,3.33,0.0,1,OK
2026-08-09 05:24:44,3,0.2171,0.1004,0.0,,0.0,0.0,-2.44,11.58,3.33,0.0,1,OK
2026-08-09 05:24:44,4,0.2045,0.0839,0.0,,0.0,0.0,0.55,12.94,3.15,0.0,1,OK
2026-08-09 05:24:44,5,0.1992,0.0547,0.0,,0.0,0.0,0.55,12.94,3.15,0.0,1,OK
2026-08-09 05:24:44,6,0.2,0.0453,0.0,,0.0,0.0,-1.37,14.42,2.85,0.0,1,OK
2026-08-09 05:24:44,7,0.222,0.0544,0.0,,0.0,0.0,-1.37,14.42,2.85,0.0,1,OK
2026-08-09 05:24:44,8,0.2308,0.0322,0.0,,0.0,0.0,-1.56,14.4,2.23,0.0,1,OK
2026-08-09 05:24:44,9,0.2531,0.0064,0.0,,0.0,0.0,-1.56,14.4,2.23,0.0,1,OK
2026-08-09 05:24:44,10,0.2872,0.0879,0.0,,0.0,0.0,-8.79,11.82,1.49,0.0,1,OK
2026-08-09 05:24:44,11,0.3054,0.074,0.0,,0.0,0.0,-8.79,11.82,1.49,0.0,1,OK
2026-08-09 05:24:44,12,0.3149,0.1115,0.0,,0.0,0.0,2.77,2.26,0.61,0.0,1,OK
2026-08-09 05:24:44,13,0.2872,0.0976,0.0,,0.0,0.0,2.77,2.26,0.61,0.0,1,OK
2026-08-09 05:24:44,14,0.2861,0.086,0.0,,0.0,0.0,-8.02,2.59,0.41,0.0,1,OK
2026-08-09 05:24:44,15,0.2939,0.0767,0.0,,0.0,0.0,-8.02,2.59,0.41,0.0,1,OK
2026-08-09 05:24:44,16,0.2327,0.0643,0.0,,0.0,0.0,-9.29,2.48,1.65,0.0,1,OK
2026-08-09 05:24:44,17,0.217,0.06,0.0,,0.0,0.0,-9.29,2.48,1.65,0.0,1,OK
2026-08-09 05:24:45,18,0.2414,0.0351,0.0,,0.0,0.0,-2.35,4.58,3.08,0.0,1,OK
