timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,eyes_reliable,alert_level
2026-05-02 00:29:07,0,0.2902,0.0237,0.0,,0.0,0.0,9.76,-9.13,0.94,0.0,1,OK
2026-05-02 00:29:07,1,0.3141,0.0272,0.0,,0.0,0.0,9.7,-7.48,0.82,0.0,1,OK
2026-05-02 00:29:07,2,0.2953,0.0264,0.0,,0.0,0.0,9.53,-8.07,0.59,0.0,1,OK
2026-05-02 00:29:07,3,0.2928,0.0195,0.0,,0.0,0.0,9.72,-7.53,0.8,0.0,1,OK
2026-05-02 00:29:07,4,0.3178,0.0212,0.0,,0.0,0.0,9.69,-6.12,0.83,0.0,1,OK
2026-05-02 00:29:07,5,0.3078,0.0216,0.0,,0.0,0.0,9.54,-7.8,0.76,0.0,1,OK
2026-05-02 00:29:07,6,0.3014,0.0208,0.0,,0.0,0.0,9.95,-6.76,0.95,0.0,1,OK
2026-05-02 00:29:07,7,0.3019,0.026,0.0,,0.0,0.0,10.49,-8.73,0.37,0.0,1,OK
2026-05-02 00:29:07,8,0.3179,0.0293,0.0,,0.0,0.0,10.5,-5.8,0.98,0.0,1,OK
2026-05-02 00:29:07,9,0.3102,0.0246,0.0,,0.0,0.0,11.54,-6.12,0.74,0.0,1,OK
2026-05-02 00:29:08,10,0.3099,0.0354,0.0,,0.0,0.0,9.77,-5.59,0.55,0.0,1,OK
2026-05-02 00:29:08,11,0.3159,0.0367,0.0,,0.0,0.0,9.72,-6.34,0.81,0.0,1,OK
2026-05-02 00:29:08,12,0.3128,0.0185,0.0,,0.0,0.0,10.26,-6.58,0.61,0.0,1,OK
2026-05-02 00:29:08,13,0.3021,0.0301,0.0,,0.0,0.0,10.56,-7.84,-0.48,0.0,1,OK
2026-05-02 00:29:08,14,0.2295,0.0307,0.0,,0.0,0.0,7.84,-7.91,0.91,0.0,1,OK
2026-05-02 00:29:08,15,0.278,0.031,0.0,,0.0,0.0,9.94,-6.34,0.8,0.0,1,OK
2026-05-02 00:29:08,16,0.2904,0.0341,0.0,,0.0,0.0,10.96,-7.24,0.61,0.0,1,OK
2026-05-02 00:29:08,17,0.3057,0.0221,0.0,,0.0,0.0,12.28,-6.15,0.86,0.0,1,OK
2026-05-02 00:29:08,18,0.3054,0.036,0.0,,0.0,0.0,10.42,-8.86,0.77,0.0,1,OK
2026-05-02 00:29:08,19,0.3234,0.0267,0.0,,0.0,0.0,10.54,-6.61,0.73,0.0,1,OK
2026-05-02 00:29:08,20,0.3118,0.0397,0.0,,0.0,0.0,9.59,-6.85,0.36,0.0,1,OK
2026-05-02 00:29:08,21,0.3124,0.0397,0.0,,0.0,0.0,9.87,-5.74,0.62,0.0,1,OK
2026-05-02 00:29:08,22,0.3128,0.0274,0.0,,0.0,0.0,10.22,-8.25,0.15,0.0,1,OK
2026-05-02 00:29:08,23,0.3088,0.0258,0.0,,0.0,0.0,9.25,-7.54,0.12,0.0,1,OK
2026-05-02 00:29:08,24,0.31,0.0194,0.0,,0.0,0.0,10.72,-7.33,0.32,0.0,1,OK
2026-05-02 00:29:08,25,0.307,0.0213,0.0,,0.0,0.0,12.1,-5.7,0.77,0.0,1,OK
2026-05-02 00:29:08,26,0.3064,0.0254,0.0,,0.0,0.0,10.96,-6.1,0.83,0.0,1,OK
2026-05-02 00:29:09,27,0.3055,0.0268,0.0,,0.0,0.0,10.06,-6.94,0.89,0.0,1,OK
2026-05-02 00:29:09,28,0.3121,0.039,0.0,,0.0,0.0,8.55,-6.31,0.24,0.0,1,OK
2026-05-02 00:29:09,29,0.2951,0.0251,0.0,,0.0,0.0,11.11,-6.74,1.02,0.0,1,OK
2026-05-02 00:29:09,30,0.3107,0.0277,0.0,,0.0,0.0,10.31,-7.71,0.47,0.0,1,OK
2026-05-02 00:29:09,31,0.314,0.0298,0.0,,0.0,0.0,11.15,-7.58,0.78,0.0,1,OK
2026-05-02 00:29:09,32,0.326,0.0272,0.0,,0.0,0.0,9.57,-5.78,0.85,0.0,1,OK
2026-05-02 00:29:09,33,0.3119,0.0394,0.0,,0.0,0.0,9.98,-7.68,0.48,0.0,1,OK
2026-05-02 00:29:09,34,0.316,0.0243,0.0,,0.0,0.0,11.08,-5.36,1.09,0.0,1,OK
2026-05-02 00:29:09,35,0.3029,0.0316,0.0,,0.0,0.0,9.59,-6.23,0.21,0.0,1,OK
2026-05-02 00:29:09,36,0.3302,0.0211,0.0,,0.0,0.0,11.17,-6.66,0.59,0.0,1,OK
2026-05-02 00:29:09,37,0.3029,0.0283,0.0,,0.0,0.0,10.19,-7.71,0.24,0.0,1,OK
2026-05-02 00:29:09,38,0.3077,0.0343,0.0,,0.0,0.0,10.03,-5.5,1.26,0.0,1,OK
2026-05-02 00:29:09,39,0.2998,0.02,0.0,,0.0,0.0,9.63,-8.25,0.55,0.0,1,OK
2026-05-02 00:29:09,40,0.3012,0.023,0.0,,0.0,0.0,8.77,-6.6,0.57,0.0,1,OK
2026-05-02 00:29:09,41,0.309,0.0281,0.0,,0.0,0.0,9.34,-6.04,0.48,0.0,1,OK
2026-05-02 00:29:09,42,0.2973,0.0385,0.0,,0.0,0.0,1.43,0.76,0.73,0.0,1,OK
2026-05-02 00:29:10,43,0.2264,0.0334,0.0,,0.0,0.0,9.31,-4.23,0.69,0.0,1,OK
2026-05-02 00:29:10,44,0.2429,0.0213,0.0,,0.0,0.0,8.07,-10.96,0.86,0.0,1,OK
2026-05-02 00:29:10,45,0.2797,0.0309,0.0,,0.0,0.0,8.42,-5.4,0.88,0.0,1,OK
2026-05-02 00:29:10,46,0.2841,0.027,0.0,,0.0,0.0,8.22,-8.34,1.38,0.0,1,OK
2026-05-02 00:29:10,47,0.2949,0.0241,0.0,,0.0,0.0,8.35,-9.0,0.7,0.0,1,OK
2026-05-02 00:29:10,48,0.3002,0.0209,0.0,,0.0,0.0,9.85,-8.76,1.11,0.0,1,OK
2026-05-02 00:29:10,49,0.3141,0.0255,0.0,,0.0,0.0,3.04,0.98,1.3,0.0,1,OK
2026-05-02 00:29:10,50,0.3173,0.0232,0.0,,0.0,0.0,9.75,-7.2,1.25,0.0,1,OK
2026-05-02 00:29:10,51,0.3211,0.025,0.0,,0.0,0.0,8.69,-8.03,1.87,0.0,1,OK
2026-05-02 00:29:10,52,0.3127,0.0374,0.0,,0.0,0.0,9.54,-6.13,1.71,0.0,1,OK
2026-05-02 00:29:10,53,0.3133,0.0326,0.0,,0.0,0.0,9.71,-7.16,1.96,0.0,1,OK
2026-05-02 00:29:10,54,0.3136,0.0231,0.0,,0.0,0.0,7.91,-7.97,2.32,0.0,1,OK
2026-05-02 00:29:10,55,0.3108,0.0279,0.0,,0.0,0.0,7.52,-7.79,2.21,0.0,1,OK
2026-05-02 00:29:10,56,0.3141,0.0325,0.0,,0.0,0.0,7.96,-9.22,2.06,0.0,1,OK
2026-05-02 00:29:10,57,0.318,0.0433,0.0,,0.0,0.0,8.06,-8.21,1.17,0.0,1,OK
2026-05-02 00:29:10,58,0.303,0.0306,0.0,,0.0,0.0,7.29,-10.23,1.79,0.0,1,OK
2026-05-02 00:29:10,59,0.3132,0.0135,0.0,,0.0,0.0,9.4,-9.54,1.31,0.0,1,OK
2026-05-02 00:29:11,60,0.3036,0.031,0.0,,0.0,0.0,7.01,-9.26,1.66,0.0,1,OK
2026-05-02 00:29:11,61,0.3109,0.0209,0.0,,0.0,0.0,8.2,-9.17,2.21,0.0,1,OK
2026-05-02 00:29:11,62,0.3064,0.0239,0.0,,0.0,0.0,6.64,-12.31,2.38,0.0,1,OK
2026-05-02 00:29:11,63,0.3131,0.032,0.0,,0.0,0.0,5.22,-11.19,2.47,0.0,1,OK
2026-05-02 00:29:11,64,0.3044,0.0273,0.0,,0.0,0.0,6.57,-15.08,2.64,0.0,1,OK
2026-05-02 00:29:11,65,0.2846,0.0395,0.0,,0.0,0.0,-0.31,-1.5,2.59,0.0,1,OK
2026-05-02 00:29:11,66,0.2995,0.0353,0.0,,0.0,0.0,-0.4,-1.13,4.03,0.0,1,OK
2026-05-02 00:29:11,67,0.3079,0.0279,0.0,,0.0,0.0,4.33,-12.04,3.28,0.0,1,OK
